PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Age,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Age
578,1,1,female,39.0,1,0,55.9,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
579,0,3,female,28.0,1,0,14.4583,C,1,0,1,0,0,0,0,1,"(20, 40]",1,0,1,0,0,0,0,1,"(20, 40]"
580,1,3,male,32.0,0,0,7.925,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
581,1,2,female,25.0,1,1,30.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
582,1,1,female,39.0,1,1,110.8833,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
583,0,2,male,54.0,0,0,26.0,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
584,0,1,male,36.0,0,0,40.125,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
585,0,3,male,28.0,0,0,8.7125,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
586,1,1,female,18.0,0,2,79.65,S,1,0,0,0,1,1,0,0,"(10, 20]",1,0,0,0,1,1,0,0,"(10, 20]"
587,0,2,male,47.0,0,0,15.0,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
588,1,1,male,60.0,1,1,79.2,C,0,1,1,0,0,1,0,0,"(40, 60]",0,1,1,0,0,1,0,0,"(40, 60]"
589,0,3,male,22.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
590,0,3,male,28.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
591,0,3,male,35.0,0,0,7.125,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
592,1,1,female,52.0,1,0,78.2667,C,1,0,1,0,0,1,0,0,"(40, 60]",1,0,1,0,0,1,0,0,"(40, 60]"
593,0,3,male,47.0,0,0,7.25,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
594,0,3,female,28.0,0,2,7.75,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
595,0,2,male,37.0,1,0,26.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
596,0,3,male,36.0,1,1,24.15,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
597,1,2,female,28.0,0,0,33.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
598,0,3,male,49.0,0,0,0.0,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
599,0,3,male,28.0,0,0,7.225,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
600,1,1,male,49.0,1,0,56.9292,C,0,1,1,0,0,1,0,0,"(40, 60]",0,1,1,0,0,1,0,0,"(40, 60]"
601,1,2,female,24.0,2,1,27.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
602,0,3,male,28.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
603,0,1,male,28.0,0,0,42.4,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
604,0,3,male,44.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
605,1,1,male,35.0,0,0,26.55,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
606,0,3,male,36.0,1,0,15.55,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
607,0,3,male,30.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
608,1,1,male,27.0,0,0,30.5,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
609,1,2,female,22.0,1,2,41.5792,C,1,0,1,0,0,0,1,0,"(20, 40]",1,0,1,0,0,0,1,0,"(20, 40]"
610,1,1,female,40.0,0,0,153.4625,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
611,0,3,female,39.0,1,5,31.275,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
612,0,3,male,28.0,0,0,7.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
613,1,3,female,28.0,1,0,15.5,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
614,0,3,male,28.0,0,0,7.75,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
615,0,3,male,35.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
616,1,2,female,24.0,1,2,65.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
617,0,3,male,34.0,1,1,14.4,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
618,0,3,female,26.0,1,0,16.1,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
619,1,2,female,4.0,2,1,39.0,S,1,0,0,0,1,0,1,0,"(0, 10]",1,0,0,0,1,0,1,0,"(0, 10]"
620,0,2,male,26.0,0,0,10.5,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
621,0,3,male,27.0,1,0,14.4542,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
622,1,1,male,42.0,1,0,52.5542,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
623,1,3,male,20.0,1,1,15.7417,C,0,1,1,0,0,0,0,1,"(10, 20]",0,1,1,0,0,0,0,1,"(10, 20]"
624,0,3,male,21.0,0,0,7.8542,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
625,0,3,male,21.0,0,0,16.1,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
626,0,1,male,61.0,0,0,32.3208,S,0,1,0,0,1,1,0,0,"(60, 80]",0,1,0,0,1,1,0,0,"(60, 80]"
627,0,2,male,57.0,0,0,12.35,Q,0,1,0,1,0,0,1,0,"(40, 60]",0,1,0,1,0,0,1,0,"(40, 60]"
628,1,1,female,21.0,0,0,77.9583,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
629,0,3,male,26.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
630,0,3,male,28.0,0,0,7.7333,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
631,1,1,male,80.0,0,0,30.0,S,0,1,0,0,1,1,0,0,"(60, 80]",0,1,0,0,1,1,0,0,"(60, 80]"
632,0,3,male,51.0,0,0,7.0542,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
633,1,1,male,32.0,0,0,30.5,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
634,0,1,male,28.0,0,0,0.0,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
635,0,3,female,9.0,3,2,27.9,S,1,0,0,0,1,0,0,1,"(0, 10]",1,0,0,0,1,0,0,1,"(0, 10]"
636,1,2,female,28.0,0,0,13.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
637,0,3,male,32.0,0,0,7.925,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
638,0,2,male,31.0,1,1,26.25,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
639,0,3,female,41.0,0,5,39.6875,S,1,0,0,0,1,0,0,1,"(40, 60]",1,0,0,0,1,0,0,1,"(40, 60]"
640,0,3,male,28.0,1,0,16.1,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
641,0,3,male,20.0,0,0,7.8542,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
642,1,1,female,24.0,0,0,69.3,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
643,0,3,female,2.0,3,2,27.9,S,1,0,0,0,1,0,0,1,"(0, 10]",1,0,0,0,1,0,0,1,"(0, 10]"
644,1,3,male,28.0,0,0,56.4958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
645,1,3,female,0.75,2,1,19.2583,C,1,0,1,0,0,0,0,1,"(0, 10]",1,0,1,0,0,0,0,1,"(0, 10]"
646,1,1,male,48.0,1,0,76.7292,C,0,1,1,0,0,1,0,0,"(40, 60]",0,1,1,0,0,1,0,0,"(40, 60]"
647,0,3,male,19.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
648,1,1,male,56.0,0,0,35.5,C,0,1,1,0,0,1,0,0,"(40, 60]",0,1,1,0,0,1,0,0,"(40, 60]"
649,0,3,male,28.0,0,0,7.55,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
650,1,3,female,23.0,0,0,7.55,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
651,0,3,male,28.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
652,1,2,female,18.0,0,1,23.0,S,1,0,0,0,1,0,1,0,"(10, 20]",1,0,0,0,1,0,1,0,"(10, 20]"
653,0,3,male,21.0,0,0,8.4333,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
654,1,3,female,28.0,0,0,7.8292,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
655,0,3,female,18.0,0,0,6.75,Q,1,0,0,1,0,0,0,1,"(10, 20]",1,0,0,1,0,0,0,1,"(10, 20]"
656,0,2,male,24.0,2,0,73.5,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
657,0,3,male,28.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
658,0,3,female,32.0,1,1,15.5,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
659,0,2,male,23.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
660,0,1,male,58.0,0,2,113.275,C,0,1,1,0,0,1,0,0,"(40, 60]",0,1,1,0,0,1,0,0,"(40, 60]"
661,1,1,male,50.0,2,0,133.65,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
662,0,3,male,40.0,0,0,7.225,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
663,0,1,male,47.0,0,0,25.5875,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
664,0,3,male,36.0,0,0,7.4958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
665,1,3,male,20.0,1,0,7.925,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
666,0,2,male,32.0,2,0,73.5,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
667,0,2,male,25.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
668,0,3,male,28.0,0,0,7.775,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
669,0,3,male,43.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
670,1,1,female,28.0,1,0,52.0,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
671,1,2,female,40.0,1,1,39.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
672,0,1,male,31.0,1,0,52.0,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
673,0,2,male,70.0,0,0,10.5,S,0,1,0,0,1,0,1,0,"(60, 80]",0,1,0,0,1,0,1,0,"(60, 80]"
674,1,2,male,31.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
675,0,2,male,28.0,0,0,0.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
676,0,3,male,18.0,0,0,7.775,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
677,0,3,male,24.5,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
678,1,3,female,18.0,0,0,9.8417,S,1,0,0,0,1,0,0,1,"(10, 20]",1,0,0,0,1,0,0,1,"(10, 20]"
679,0,3,female,43.0,1,6,46.9,S,1,0,0,0,1,0,0,1,"(40, 60]",1,0,0,0,1,0,0,1,"(40, 60]"
680,1,1,male,36.0,0,1,512.3292,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
681,0,3,female,28.0,0,0,8.1375,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
682,1,1,male,27.0,0,0,76.7292,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
683,0,3,male,20.0,0,0,9.225,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
684,0,3,male,14.0,5,2,46.9,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
685,0,2,male,60.0,1,1,39.0,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
686,0,2,male,25.0,1,2,41.5792,C,0,1,1,0,0,0,1,0,"(20, 40]",0,1,1,0,0,0,1,0,"(20, 40]"
687,0,3,male,14.0,4,1,39.6875,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
688,0,3,male,19.0,0,0,10.1708,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
689,0,3,male,18.0,0,0,7.7958,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
690,1,1,female,15.0,0,1,211.3375,S,1,0,0,0,1,1,0,0,"(10, 20]",1,0,0,0,1,1,0,0,"(10, 20]"
691,1,1,male,31.0,1,0,57.0,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
692,1,3,female,4.0,0,1,13.4167,C,1,0,1,0,0,0,0,1,"(0, 10]",1,0,1,0,0,0,0,1,"(0, 10]"
693,1,3,male,28.0,0,0,56.4958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
694,0,3,male,25.0,0,0,7.225,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
695,0,1,male,60.0,0,0,26.55,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
696,0,2,male,52.0,0,0,13.5,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
697,0,3,male,44.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
698,1,3,female,28.0,0,0,7.7333,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
699,0,1,male,49.0,1,1,110.8833,C,0,1,1,0,0,1,0,0,"(40, 60]",0,1,1,0,0,1,0,0,"(40, 60]"
700,0,3,male,42.0,0,0,7.65,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
701,1,1,female,18.0,1,0,227.525,C,1,0,1,0,0,1,0,0,"(10, 20]",1,0,1,0,0,1,0,0,"(10, 20]"
702,1,1,male,35.0,0,0,26.2875,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
703,0,3,female,18.0,0,1,14.4542,C,1,0,1,0,0,0,0,1,"(10, 20]",1,0,1,0,0,0,0,1,"(10, 20]"
704,0,3,male,25.0,0,0,7.7417,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
705,0,3,male,26.0,1,0,7.8542,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
706,0,2,male,39.0,0,0,26.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
707,1,2,female,45.0,0,0,13.5,S,1,0,0,0,1,0,1,0,"(40, 60]",1,0,0,0,1,0,1,0,"(40, 60]"
708,1,1,male,42.0,0,0,26.2875,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
709,1,1,female,22.0,0,0,151.55,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
710,1,3,male,28.0,1,1,15.2458,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
711,1,1,female,24.0,0,0,49.5042,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
712,0,1,male,28.0,0,0,26.55,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
713,1,1,male,48.0,1,0,52.0,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
714,0,3,male,29.0,0,0,9.4833,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
715,0,2,male,52.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
716,0,3,male,19.0,0,0,7.65,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
717,1,1,female,38.0,0,0,227.525,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
718,1,2,female,27.0,0,0,10.5,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
719,0,3,male,28.0,0,0,15.5,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
720,0,3,male,33.0,0,0,7.775,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
721,1,2,female,6.0,0,1,33.0,S,1,0,0,0,1,0,1,0,"(0, 10]",1,0,0,0,1,0,1,0,"(0, 10]"
722,0,3,male,17.0,1,0,7.0542,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
723,0,2,male,34.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
724,0,2,male,50.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
725,1,1,male,27.0,1,0,53.1,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
726,0,3,male,20.0,0,0,8.6625,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
727,1,2,female,30.0,3,0,21.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
728,1,3,female,28.0,0,0,7.7375,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
729,0,2,male,25.0,1,0,26.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
730,0,3,female,25.0,1,0,7.925,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
731,1,1,female,29.0,0,0,211.3375,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
732,0,3,male,11.0,0,0,18.7875,C,0,1,1,0,0,0,0,1,"(10, 20]",0,1,1,0,0,0,0,1,"(10, 20]"
733,0,2,male,28.0,0,0,0.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
734,0,2,male,23.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
735,0,2,male,23.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
736,0,3,male,28.5,0,0,16.1,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
737,0,3,female,48.0,1,3,34.375,S,1,0,0,0,1,0,0,1,"(40, 60]",1,0,0,0,1,0,0,1,"(40, 60]"
738,1,1,male,35.0,0,0,512.3292,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
739,0,3,male,28.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
740,0,3,male,28.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
741,1,1,male,28.0,0,0,30.0,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
742,0,1,male,36.0,1,0,78.85,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
743,1,1,female,21.0,2,2,262.375,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
744,0,3,male,24.0,1,0,16.1,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
745,1,3,male,31.0,0,0,7.925,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
746,0,1,male,70.0,1,1,71.0,S,0,1,0,0,1,1,0,0,"(60, 80]",0,1,0,0,1,1,0,0,"(60, 80]"
747,0,3,male,16.0,1,1,20.25,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
748,1,2,female,30.0,0,0,13.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
749,0,1,male,19.0,1,0,53.1,S,0,1,0,0,1,1,0,0,"(10, 20]",0,1,0,0,1,1,0,0,"(10, 20]"
750,0,3,male,31.0,0,0,7.75,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
751,1,2,female,4.0,1,1,23.0,S,1,0,0,0,1,0,1,0,"(0, 10]",1,0,0,0,1,0,1,0,"(0, 10]"
752,1,3,male,6.0,0,1,12.475,S,0,1,0,0,1,0,0,1,"(0, 10]",0,1,0,0,1,0,0,1,"(0, 10]"
753,0,3,male,33.0,0,0,9.5,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
754,0,3,male,23.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
755,1,2,female,48.0,1,2,65.0,S,1,0,0,0,1,0,1,0,"(40, 60]",1,0,0,0,1,0,1,0,"(40, 60]"
756,1,2,male,0.67,1,1,14.5,S,0,1,0,0,1,0,1,0,"(0, 10]",0,1,0,0,1,0,1,0,"(0, 10]"
757,0,3,male,28.0,0,0,7.7958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
758,0,2,male,18.0,0,0,11.5,S,0,1,0,0,1,0,1,0,"(10, 20]",0,1,0,0,1,0,1,0,"(10, 20]"
759,0,3,male,34.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
760,1,1,female,33.0,0,0,86.5,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
761,0,3,male,28.0,0,0,14.5,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
762,0,3,male,41.0,0,0,7.125,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
763,1,3,male,20.0,0,0,7.2292,C,0,1,1,0,0,0,0,1,"(10, 20]",0,1,1,0,0,0,0,1,"(10, 20]"
764,1,1,female,36.0,1,2,120.0,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
765,0,3,male,16.0,0,0,7.775,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
766,1,1,female,51.0,1,0,77.9583,S,1,0,0,0,1,1,0,0,"(40, 60]",1,0,0,0,1,1,0,0,"(40, 60]"
767,0,1,male,28.0,0,0,39.6,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
768,0,3,female,30.5,0,0,7.75,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
769,0,3,male,28.0,1,0,24.15,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
770,0,3,male,32.0,0,0,8.3625,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
